,country,year,sex,suicides_no,population,rate
912,Chile,2002,female,246,7263894,3.3866132958437993
913,Chile,2002,male,1357,7068946,19.19663836730398
914,Chile,2003,female,252,7359474,3.4241577591007184
915,Chile,2003,male,1402,7164284,19.569296806212595
916,Chile,2004,female,263,7453237,3.528668147812823
917,Chile,2004,male,1472,7257756,20.281750998518
918,Chile,2005,female,279,7544677,3.697971430718638
919,Chile,2005,male,1403,7348897,19.091300367932767
920,Chile,2006,female,297,7633819,3.8905821581570117
921,Chile,2006,male,1498,7437777,20.140426366641538
922,Chile,2007,female,352,7720821,4.559100644866653
923,Chile,2007,male,1496,7524614,19.88141850199891
924,Chile,2008,female,414,7805966,5.303635706330261
925,Chile,2008,male,1674,7609695,21.998253543670277
926,Chile,2009,female,424,7890181,5.37376772472013
927,Chile,2009,male,1724,7693968,22.407163637800416
928,Chile,2010,female,383,7973951,4.803139623004957
929,Chile,2010,male,1618,7777900,20.802530245953278
930,Chile,2011,female,370,8053290,4.594395582426561
931,Chile,2011,male,1657,7857493,21.08815114439173
932,Chile,2012,female,331,8135237,4.068719817259165
933,Chile,2012,male,1510,7940010,19.01760829016588
934,Chile,2013,female,318,8218326,3.8694011408162683
935,Chile,2013,male,1420,8023918,17.69709012479938
936,Chile,2014,female,314,8300156,3.7830614267972793
937,Chile,2014,male,1475,8106711,18.19480181296706
938,Chile,2015,female,378,8379071,4.511239969204223
939,Chile,2015,male,1460,8186654,17.833903814672027
940,Colombia,1985,female,218,12504900,1.743316619885005
941,Colombia,1985,male,783,12547500,6.240286909742976
942,Colombia,1986,female,218,12771000,1.7069924046668232
943,Colombia,1986,male,740,12814600,5.774663274702292
944,Colombia,1987,female,195,14140430,1.3790245416864975
945,Colombia,1987,male,756,13869002,5.45100505429302
946,Colombia,1988,female,171,14467173,1.1819862802497765
947,Colombia,1988,male,741,14182328,5.224812174700797
948,Colombia,1989,female,178,14794942,1.2031138749986312
949,Colombia,1989,male,653,14494887,4.505036845061296
950,Colombia,1990,female,200,15124385,1.3223678185922931
951,Colombia,1990,male,665,14806588,4.491244032723812
952,Colombia,1991,female,212,15462024,1.371101221935757
953,Colombia,1991,male,798,15122154,5.277026010977008
954,Colombia,1992,female,236,14972700,1.5762020210115744
955,Colombia,1992,male,850,14642700,5.804940345701271
956,Colombia,1993,female,214,15290100,1.3995984329729694
957,Colombia,1993,male,871,14952100,5.825268691354392
958,Colombia,1994,female,268,15610300,1.7168151797210816
959,Colombia,1994,male,930,15264300,6.092647550166074
960,Colombia,1995,female,261,16763990,1.5569085879912836
961,Colombia,1995,male,889,16326909,5.4449988053464375
962,Colombia,1996,female,258,17081232,1.5104296926591712
963,Colombia,1996,male,951,16622404,5.721194118492127
964,Colombia,1997,female,281,17408293,1.6141731989460426
965,Colombia,1997,male,961,16930532,5.676135870981491
966,Colombia,1998,female,500,17740903,2.81834583053636
967,Colombia,1998,male,1552,17246136,8.999117251539706
968,Colombia,1999,female,493,18070349,2.728226222968909
969,Colombia,1999,male,1650,17559059,9.396858909124914
970,Colombia,2000,female,543,18390439,2.9526211962639937
971,Colombia,2000,male,1815,17861903,10.161291324894105
972,Colombia,2001,female,557,18715414,2.976156445163329
973,Colombia,2001,male,1855,18169014,10.20968996996755
974,Colombia,2002,female,564,19021429,2.965076914042578
975,Colombia,2002,male,1815,18456847,9.833748960480628
976,Colombia,2003,female,577,19313835,2.9874957511027715
977,Colombia,2003,male,1692,18730678,9.033308885028081
978,Colombia,2004,female,501,19603308,2.555691110908424
979,Colombia,2004,male,1743,19001408,9.173004442618147
980,Colombia,2005,female,465,19896799,2.337059343063173
981,Colombia,2005,male,1637,19275991,8.492429779615481
982,Colombia,2006,female,460,20175153,2.280032275343835
983,Colombia,2006,male,1717,19533523,8.790017038913053
984,Colombia,2007,female,454,20468273,2.218066956601566
985,Colombia,2007,male,1727,19806933,8.719169191918809
986,Colombia,2008,female,448,20769742,2.156983943276715
987,Colombia,2008,male,1772,20089387,8.820577750829331
988,Colombia,2009,female,447,21067761,2.121725227469592
989,Colombia,2009,male,1802,20368412,8.84703235578699
990,Colombia,2010,female,397,21354006,1.8591359391769395
991,Colombia,2010,male,1710,20635097,8.286852249834348
992,Colombia,2011,female,382,21638461,1.7653750883669592
993,Colombia,2011,male,1662,20899844,7.952212466274868
994,Colombia,2012,female,387,21907280,1.7665360555943048
995,Colombia,2012,male,1732,21148584,8.189673597059738
996,Colombia,2013,female,405,22162757,1.8273899767975619
997,Colombia,2013,male,1663,21383541,7.777009429822685
998,Colombia,2014,female,371,22410902,1.6554443011709212
999,Colombia,2014,male,1755,21610898,8.120902703811753
1000,Colombia,2015,female,482,22655726,2.1274974812107104
1001,Colombia,2015,male,1850,21834701,8.472751699233253
1002,Costa Rica,1985,female,16,1108600,1.4432617716038247
1003,Costa Rica,1985,male,112,1127600,9.932600212841432
1004,Costa Rica,1986,female,13,1136700,1.143661476203044
1005,Costa Rica,1986,male,118,1156200,10.205846739318456
1006,Costa Rica,1987,female,22,1190200,1.8484288354898337
1007,Costa Rica,1987,male,97,1210500,8.013217678645187
1008,Costa Rica,1988,female,17,1222200,1.3909343806251022
1009,Costa Rica,1988,male,121,1243000,9.734513274336283
1010,Costa Rica,1989,female,31,1266000,2.448657187993681
1011,Costa Rica,1989,male,136,1290000,10.542635658914728
1012,Costa Rica,1990,female,18,1300800,1.3837638376383763
1013,Costa Rica,1990,male,139,1327000,10.474755086661643
1014,Costa Rica,1991,female,19,1340000,1.4179104477611941
1015,Costa Rica,1991,male,106,1364000,7.771260997067449
1016,Costa Rica,1992,female,23,1375700,1.6718761357854184
1017,Costa Rica,1992,male,126,1402700,8.982676267198974
1018,Costa Rica,1993,female,27,1412600,1.9113691066119214
1019,Costa Rica,1993,male,137,1441100,9.506626882242731
1020,Costa Rica,1994,female,29,1450000,2.0
1021,Costa Rica,1994,male,133,1479100,8.991954566966399
1022,Costa Rica,1995,female,36,1548500,2.3248304811107525
1023,Costa Rica,1995,male,173,1586700,10.903132287136826
1024,Costa Rica,1996,female,24,1590837,1.5086397915059808
1025,Costa Rica,1996,male,185,1601609,11.550884142134565
1026,Costa Rica,1997,female,28,1634978,1.7125612699375772
1027,Costa Rica,1997,male,159,1644581,9.66811607333418
1028,Costa Rica,1998,female,23,1678650,1.3701486313406606
1029,Costa Rica,1998,male,200,1687076,11.854830487778855
1030,Costa Rica,1999,female,23,1721302,1.336197831641397
1031,Costa Rica,1999,male,210,1728621,12.148411942236036
1032,Costa Rica,2000,female,28,1762524,1.5886308498494206
1033,Costa Rica,2000,male,211,1768897,11.928337263277625
1034,Costa Rica,2001,female,28,1800628,1.555013028787734
1035,Costa Rica,2001,male,170,1806222,9.41191060678034
1036,Costa Rica,2002,female,39,1837682,2.122238776893935
1037,Costa Rica,2002,male,236,1842690,12.807363148440595
1038,Costa Rica,2003,female,53,1873670,2.8286731388131314
1039,Costa Rica,2003,male,262,1878201,13.949518714983114
1040,Costa Rica,2004,female,44,1908394,2.3056035598518965
1041,Costa Rica,2004,male,281,1912463,14.693094716080783
1042,Costa Rica,2005,female,41,1941776,2.11146908809255
1043,Costa Rica,2005,male,231,1945320,11.874653013385972
1044,Costa Rica,2006,female,55,1975446,2.784181394986246
1045,Costa Rica,2006,male,295,1978470,14.910511657998352
1046,Costa Rica,2007,female,44,2006427,2.192952945708964
1047,Costa Rica,2007,male,226,2008814,11.250419401696723
1048,Costa Rica,2008,female,34,2035461,1.6703832694411733
1049,Costa Rica,2008,male,227,2037100,11.14329193461293
1050,Costa Rica,2009,female,42,2063814,2.035067113606168
1051,Costa Rica,2009,male,236,2064645,11.430536484480383
1052,Costa Rica,2010,female,43,2092341,2.0551143432165215
1053,Costa Rica,2010,male,268,2092322,12.808735940261585
1054,Costa Rica,2011,female,53,2118288,2.5020204995732405
1055,Costa Rica,2011,male,263,2117226,12.42191433507807
1056,Costa Rica,2012,female,42,2146142,1.9570000493909536
1057,Costa Rica,2012,male,260,2144068,12.126481063100611
1058,Costa Rica,2013,female,39,2175146,1.7929830917097058
1059,Costa Rica,2013,male,272,2172083,12.522541726075845
1060,Costa Rica,2014,female,45,2203848,2.041883106275932
1061,Costa Rica,2014,male,223,2199826,10.137165393990252
1062,Croatia,1995,female,242,2327300,10.398315644738538
1063,Croatia,1995,male,687,2170100,31.657527302889267
1064,Croatia,1996,female,263,2201200,11.948028348173724
1065,Croatia,1996,male,738,2019600,36.54188948306595
1066,Croatia,1997,female,254,2239700,11.340804572040899
1067,Croatia,1997,male,692,2055400,33.66741266906685
1068,Croatia,1998,female,284,2204700,12.881571188823877
1069,Croatia,1998,male,745,2023200,36.8228548833531
1070,Croatia,1999,female,273,2233900,12.220779802139756
1071,Croatia,1999,male,716,2049900,34.92853309917557
1072,Croatia,2000,female,234,2147300,10.897406044800448
1073,Croatia,2000,male,692,1970700,35.11442634596844
1074,Croatia,2001,female,225,2175216,10.34380033982832
1075,Croatia,2001,male,656,2005417,32.71140116993124
1076,Croatia,2002,female,230,2194500,10.480747322852586
1077,Croatia,2002,male,644,2022800,31.83705754399842
1078,Croatia,2003,female,193,2198700,8.777914222040296
1079,Croatia,2003,male,672,2026900,33.15407765553308
1080,Croatia,2004,female,226,2200400,10.270859843664788
1081,Croatia,2004,male,645,2029200,31.785925487876995
1082,Croatia,2005,female,223,2203188,10.12169637815747
1083,Croatia,2005,male,651,2032687,32.02657369285089
1084,Croatia,2006,female,223,2201440,10.129733265498945
1085,Croatia,2006,male,573,2033506,28.177935054039672
1086,Croatia,2007,female,198,2198361,9.006709998949217
1087,Croatia,2007,male,577,2032494,28.38876769131914
1088,Croatia,2008,female,184,2194947,8.382890338582207
1089,Croatia,2008,male,609,2030636,29.990603929015343
1090,Croatia,2009,female,172,2189223,7.856668781572274
1091,Croatia,2009,male,618,2026827,30.49100885275359
1092,Croatia,2010,female,192,2182036,8.799121554364822
1093,Croatia,2010,male,584,2021927,28.8833375290008
1094,Croatia,2011,female,182,2173782,8.37250469458299
1095,Croatia,2011,male,520,2015247,25.803288629135782
1096,Croatia,2012,female,180,2104950,8.551272001710254
1097,Croatia,2012,male,596,1949346,30.574356732976085
1098,Croatia,2013,female,146,2099472,6.954129419206353
1099,Croatia,2013,male,546,1944985,28.072195929531592
1100,Croatia,2014,female,186,2091949,8.891230139931709
1101,Croatia,2014,male,536,1938503,27.650202243690106
1102,Croatia,2015,female,197,2077384,9.483080643732695
1103,Croatia,2015,male,542,1924285,28.1663059266169
1104,Croatia,2016,female,168,1864505,9.010434404842036
1105,Croatia,2016,male,515,1702538,30.248957732514633
1106,Cuba,1992,female,966,4944400,19.537254267454088
1107,Cuba,1992,male,1333,4971200,26.81445123913743
1108,Cuba,1993,female,964,4990400,19.31708881051619
1109,Cuba,1993,male,1410,5013800,28.12238222505884
1110,Cuba,1994,female,837,5034200,16.626276270311074
1111,Cuba,1994,male,1441,5055100,28.505865363692113
1112,Cuba,1995,female,813,5075200,16.01907313997478
1113,Cuba,1995,male,1409,5093200,27.66433676274248
1114,Cuba,1996,female,660,5113200,12.907768129547055
1115,Cuba,1996,male,1354,5128400,26.401996724124484
1116,Cuba,1997,female,628,5110044,12.289522360277132
1117,Cuba,1997,male,1401,5150448,27.20151722723926
1118,Cuba,1998,female,655,5137922,12.748344564203194
1119,Cuba,1998,male,1401,5170056,27.09835251300953
1120,Cuba,1999,female,584,5162734,11.311835938090168
1121,Cuba,1999,male,1466,5187305,28.261303316462016
1122,Cuba,2000,female,535,5188958,10.31035518113656
1123,Cuba,2000,male,1310,5208251,25.152397609101406
1124,Cuba,2001,female,449,5208072,8.621232578965882
1125,Cuba,2001,male,1203,5225356,23.022354840512303
1126,Cuba,2002,female,459,5231216,8.774250575774351
1127,Cuba,2002,male,1147,5248199,21.855116393261763
1128,Cuba,2003,female,373,5256657,7.095764475407089
1129,Cuba,2003,male,1126,5274417,21.34833100985379
1130,Cuba,2004,female,371,5280094,7.026390060479984
1131,Cuba,2004,male,1144,5298607,21.590580316675684
1132,Cuba,2005,female,351,5299024,6.623861299741235
1133,Cuba,2005,male,1046,5317382,19.671334502580404
1134,Cuba,2006,female,273,5318965,5.132577484529415
1135,Cuba,2006,male,1103,5334673,20.676056433074717
1136,Cuba,2007,female,266,5332410,4.988363610450059
1137,Cuba,2007,male,1041,5345613,19.473912533511125
1138,Cuba,2008,female,310,5341520,5.803591487067352
1139,Cuba,2008,male,1067,5352294,19.935377241982597
1140,Cuba,2009,female,336,5349949,6.280433701330611
1141,Cuba,2009,male,1141,5358281,21.29414265507912
1142,Cuba,2010,female,329,5360124,6.137917704888917
1143,Cuba,2010,male,1229,5365724,22.90464436858847
1144,Cuba,2011,female,315,5372951,5.862700032068038
1145,Cuba,2011,male,1214,5375083,22.5856977464348
1146,Cuba,2012,female,296,5385682,5.496054167327369
1147,Cuba,2012,male,1199,5384853,22.266160283298355
1148,Cuba,2013,female,298,5398101,5.520459880243071
1149,Cuba,2013,male,1201,5394589,22.263049140536936
1150,Cuba,2014,female,307,5409696,5.674995415638882
1151,Cuba,2014,male,1146,5403715,21.207632156766223
1152,Cuba,2015,female,300,5420186,5.534865408677857
1153,Cuba,2015,male,1211,5411882,22.37668892263357
1154,Cyprus,1999,female,0,425837,0.0
1155,Cyprus,1999,male,1,430896,0.23207456091493076
1156,Cyprus,2000,female,0,434793,0.0
1157,Cyprus,2000,male,7,440436,1.5893342051966688
1158,Cyprus,2004,female,2,352930,0.5666846116793699
1159,Cyprus,2004,male,5,337686,1.4806654702889668
1160,Cyprus,2005,female,5,358486,1.3947546068744665
1161,Cyprus,2005,male,12,342777,3.5008183162814306
1162,Cyprus,2006,female,7,364754,1.9191016411060606
1163,Cyprus,2006,male,12,348672,3.4416299559471364
1164,Cyprus,2007,female,4,372478,1.0738889276682113
1165,Cyprus,2007,male,15,356088,4.212441868302218
1166,Cyprus,2008,female,10,382289,2.6158220613201006
1167,Cyprus,2008,male,31,364745,8.499088404227612
1168,Cyprus,2009,female,7,393500,1.7789072426937738
1169,Cyprus,2009,male,25,373674,6.6903236510969455
1170,Cyprus,2010,female,8,404735,1.9766019741312217
1171,Cyprus,2010,male,30,382346,7.846296286609511
1172,Cyprus,2011,female,5,412437,1.2123063643659517
1173,Cyprus,2011,male,25,388383,6.436944974419581
1174,Cyprus,2012,female,2,419733,0.47649338984544937
1175,Cyprus,2012,male,34,394572,8.616931764037995
1176,Cyprus,2013,female,5,418843,1.1937647280723327
1177,Cyprus,2013,male,40,394173,10.147828491550664
1178,Cyprus,2014,female,13,415223,3.1308477613234333
1179,Cyprus,2014,male,31,389595,7.9569809674148795
1180,Cyprus,2015,female,9,410382,2.193078643800167
1181,Cyprus,2015,male,31,385655,8.038272549299244
1182,Cyprus,2016,female,5,368711,1.3560756256254898
1183,Cyprus,2016,male,31,342633,9.047581523087384
1184,Czech Republic,1990,female,563,5008100,11.241788302949223
1185,Czech Republic,1990,male,1434,4702800,30.492472569533046
1186,Czech Republic,1991,female,511,4992300,10.23576307513571
1187,Czech Republic,1991,male,1393,4675200,29.79551676933607
1188,Czech Republic,1992,female,506,4998400,10.123239436619718
1189,Czech Republic,1992,male,1485,4683500,31.70705668837408
1190,Czech Republic,1993,female,505,5008100,10.083664463569018
1191,Czech Republic,1993,male,1412,4695300,30.07262581730667
1192,Czech Republic,1994,female,531,5016600,10.584858270541801
1193,Czech Republic,1994,male,1341,4707100,28.48887850268743
1194,Czech Republic,1995,female,449,5025200,8.934967762477115
1195,Czech Republic,1995,male,1284,4719100,27.208577906804262
1196,Czech Republic,1996,female,362,5032400,7.1933868531913205
1197,Czech Republic,1996,male,1206,4731500,25.488745640917255
1198,Czech Republic,1997,female,355,5041500,7.041555092730338
1199,Czech Republic,1997,male,1311,4745200,27.627918738936188
1200,Czech Republic,1998,female,345,5050700,6.830736333577524
1201,Czech Republic,1998,male,1268,4757600,26.652093492517235
1202,Czech Republic,1999,female,325,5054401,6.430039880096573
1203,Czech Republic,1999,male,1285,4764814,26.968523850039055
1204,Czech Republic,2000,female,351,5053015,6.946347873497308
1205,Czech Republic,2000,male,1298,4766727,27.230424565954795
1206,Czech Republic,2001,female,329,5052815,6.511221962411052
1207,Czech Republic,2001,male,1294,4785268,27.04132767485541
1208,Czech Republic,2002,female,318,5018336,6.336761827027924
1209,Czech Republic,2002,male,1216,4734127,25.68583394573065
1210,Czech Republic,2003,female,354,5013316,7.061194626470783
1211,Czech Republic,2003,male,1365,4735234,28.82645292714151
1212,Czech Republic,2004,female,297,5011597,5.926254644976441
1213,Czech Republic,2004,male,1286,4735050,27.15916410597565
1214,Czech Republic,2005,female,292,5013201,5.824621833435364
1215,Czech Republic,2005,male,1273,4748532,26.80828517108024
1216,Czech Republic,2006,female,258,5017226,5.142283803839014
1217,Czech Republic,2006,male,1142,4763093,23.97601726441201
1218,Czech Republic,2007,female,230,5029238,4.573257419911327
1219,Czech Republic,2007,male,1149,4789057,23.99219721126727
1220,Czech Republic,2008,female,256,5058312,5.060976863427958
1221,Czech Republic,2008,male,1123,4841282,23.196335185597533
1222,Czech Republic,2009,female,234,5070957,4.614513591813143
1223,Czech Republic,2009,male,1230,4866450,25.275097863945998
1224,Czech Republic,2010,female,257,5077475,5.061570958005702
1225,Czech Republic,2010,male,1245,4867798,25.57624617948403
1226,Czech Republic,2011,female,253,5055523,5.004427830711085
1227,Czech Republic,2011,male,1337,4850795,27.562492333730862
1228,Czech Republic,2012,female,278,5062268,5.491609689569971
1229,Czech Republic,2012,male,1380,4860859,28.390043817358208
1230,Czech Republic,2013,female,283,5069003,5.582951913818161
1231,Czech Republic,2013,male,1294,4867777,26.582976171669326
1232,Czech Republic,2014,female,293,5081734,5.765748463024629
1233,Czech Republic,2014,male,1196,4881393,24.501202832879876
1234,Czech Republic,2015,female,254,5092903,4.987332372126467
1235,Czech Republic,2015,male,1133,4896422,23.139345424066796
1236,Czech Republic,2016,female,258,4575478,5.638755120230061
1237,Czech Republic,2016,male,1060,4354464,24.34283530648089
1238,Denmark,1994,female,319,2476300,12.882122521503856
1239,Denmark,1994,male,680,2398600,28.34987075794213
1240,Denmark,1995,female,299,2483000,12.041884816753926
1241,Denmark,1995,male,625,2406100,25.97564523502764
1242,Denmark,1996,female,261,2495900,10.457149725549902
1243,Denmark,1996,male,631,2421400,26.05930453456678
1244,Denmark,1997,female,257,2505300,10.258252504690057
1245,Denmark,1997,male,560,2432000,23.026315789473685
1246,Denmark,1998,female,216,2514700,8.58949377659363
1247,Denmark,1998,male,547,2441700,22.402424540279313
1248,Denmark,1999,female,199,2523761,7.8850572617613155
1249,Denmark,1999,male,563,2452439,22.95673816963439
1250,Denmark,2000,female,195,2534615,7.693476129510794
1251,Denmark,2000,male,533,2463995,21.63153740165869
1252,Denmark,2001,female,220,2543703,8.648808449728604
1253,Denmark,2001,male,507,2474748,20.4869344272629
1254,Denmark,2002,female,185,2554260,7.242802220604011
1255,Denmark,2002,male,503,2486962,20.225479922893875
1256,Denmark,2003,female,153,2561320,5.973482423125576
1257,Denmark,2003,male,480,2495463,19.23490751014942
1258,Denmark,2004,female,192,2569012,7.473690274704828
1259,Denmark,2004,male,469,2503915,18.730667774265502
1260,Denmark,2005,female,174,2576916,6.75225734948287
1261,Denmark,2005,male,457,2512936,18.185898884810438
1262,Denmark,2006,female,178,2585988,6.883249264884446
1263,Denmark,2006,male,472,2524472,18.696979011848814
1264,Denmark,2007,female,180,2596281,6.932993770705097
1265,Denmark,2007,male,401,2536720,15.807814815982844
1266,Denmark,2008,female,185,2609669,7.089021634544458
1267,Denmark,2008,male,418,2552856,16.373818186376358
1268,Denmark,2009,female,145,2624271,5.525343990769246
1269,Denmark,2009,male,477,2568519,18.571013101324148
1270,Denmark,2010,female,158,2636923,5.991832146786235
1271,Denmark,2010,male,405,2580862,15.692431443447964
1272,Denmark,2011,female,152,2649570,5.736779930328318
1273,Denmark,2011,male,437,2594580,16.842803074100626
1274,Denmark,2012,female,167,2661672,6.274251673384248
1275,Denmark,2012,male,494,2608867,18.93542292497088
1276,Denmark,2013,female,160,2675692,5.979761497212683
1277,Denmark,2013,male,450,2624006,17.149351030447338
1278,Denmark,2014,female,160,2693368,5.9405175972982525
1279,Denmark,2014,male,469,2645798,17.7262209737856
1280,Denmark,2015,female,174,2711902,6.416161055967362
1281,Denmark,2015,male,390,2671158,14.600409260702662
1282,Dominica,1985,female,0,33000,0.0
1283,Dominica,1985,male,0,33400,0.0
1284,Ecuador,1985,female,114,3805900,2.9953493260464015
1285,Ecuador,1985,male,279,3855900,7.2356648253326075
1286,Ecuador,1986,female,131,3915100,3.3460192587673365
1287,Ecuador,1986,male,246,3966200,6.202410367606273
1288,Ecuador,1987,female,131,4160300,3.148811383794438
1289,Ecuador,1987,male,259,4196500,6.171809841534612
1290,Ecuador,1988,female,142,4278300,3.319075333660566
1291,Ecuador,1988,male,324,4314900,7.508864631857054
1292,Ecuador,1989,female,164,4276512,3.8349009660209066
1293,Ecuador,1989,male,267,4302107,6.206261257565188
1294,Ecuador,1990,female,153,4387923,3.4868433197209705
1295,Ecuador,1990,male,295,4413010,6.684779776161848
1296,Ecuador,1991,female,189,4530300,4.171909145089729
1297,Ecuador,1991,male,305,4561400,6.686543605033543
1298,Ecuador,1992,female,172,4615052,3.7269352544673384
1299,Ecuador,1992,male,333,4638103,7.1796594426643825
1300,Ecuador,1993,female,222,4733295,4.6901788289130515
1301,Ecuador,1993,male,352,4755188,7.402441291490473
1302,Ecuador,1994,female,171,4852397,3.524031525038038
1303,Ecuador,1994,male,341,4872858,6.997946584940501
1304,Ecuador,1995,female,180,4970951,3.6210375036889317
1305,Ecuador,1995,male,366,4989612,7.33523969398823
1306,Ecuador,1996,female,197,5089830,3.8704632571225366
1307,Ecuador,1996,male,396,5106018,7.755554328245611
1308,Ecuador,1997,female,189,5207186,3.6295995572272624
1309,Ecuador,1997,male,390,5220587,7.470424302860962
1310,Ecuador,1998,female,173,5323007,3.2500426920347842
1311,Ecuador,1998,male,373,5333439,6.993611439073363
1312,Ecuador,1999,female,190,5437927,3.493978495849613
1313,Ecuador,1999,male,426,5445356,7.823179972071615
1314,Ecuador,2000,female,163,5552434,2.9356494827313573
1315,Ecuador,2000,male,371,5556949,6.6763254440521225
1316,Ecuador,2001,female,185,5663326,3.2666316577926118
1317,Ecuador,2001,male,399,5665002,7.04324552753909
1318,Ecuador,2002,female,180,5774897,3.1169387090367153
1319,Ecuador,2002,male,397,5773873,6.875800697382848
1320,Ecuador,2003,female,222,5887336,3.770805675096512
1321,Ecuador,2003,male,453,5883666,7.6992813664133894
1322,Ecuador,2004,female,236,6000268,3.933157652291531
1323,Ecuador,2004,male,555,5993885,9.259436909450214
1324,Ecuador,2005,female,260,6113454,4.252914964273878
1325,Ecuador,2005,male,683,6104189,11.189037560927423
1326,Ecuador,2006,female,298,6230898,4.782617208627071
1327,Ecuador,2006,male,602,6218476,9.680828550275018
1328,Ecuador,2007,female,274,6346517,4.317328701711506
1329,Ecuador,2007,male,731,6330837,11.54665646896295
1330,Ecuador,2008,female,255,6461089,3.946703102216979
1331,Ecuador,2008,male,673,6442094,10.446913689865438
1332,Ecuador,2009,female,245,6576211,3.725549560377549
1333,Ecuador,2009,male,719,6553950,10.970483448912487
1334,Ecuador,2010,female,254,6692863,3.7950873938402743
1335,Ecuador,2010,male,658,6667422,9.868881855685752
1336,Ecuador,2011,female,264,6806183,3.878826061538457
1337,Ecuador,2011,male,654,6777370,9.649760895450596
1338,Ecuador,2012,female,265,6923839,3.8273564708826995
1339,Ecuador,2012,male,711,6892022,10.316275833129959
1340,Ecuador,2013,female,186,7044578,2.640328490933027
1341,Ecuador,2013,male,490,7010035,6.989979365295608
1342,Ecuador,2014,female,167,7166120,2.3304103196708956
1343,Ecuador,2014,male,567,7129025,7.953401762513106
1344,Ecuador,2015,female,266,7286798,3.6504374074868
1345,Ecuador,2015,male,807,7247226,11.135295077040512
1346,El Salvador,1990,female,196,2324156,8.433168857856357
1347,El Salvador,1990,male,375,2186396,17.15151326658117
1348,El Salvador,1991,female,154,2361039,6.5225521475926485
1349,El Salvador,1991,male,320,2215946,14.440785109384434
1350,El Salvador,1992,female,147,2358400,6.2330393487109905
1351,El Salvador,1992,male,272,2233200,12.179831631739209
1352,El Salvador,1993,female,152,2411200,6.303915063039151
1353,El Salvador,1993,male,272,2283100,11.913626209977663
1354,El Salvador,1995,female,202,2507182,8.056854269055856
1355,El Salvador,1995,male,418,2329215,17.94596033427571
1356,El Salvador,1996,female,168,2539710,6.614928476085852
1357,El Salvador,1996,male,372,2352681,15.81174838407757
1358,El Salvador,1997,female,198,2573093,7.6950191850819225
1359,El Salvador,1997,male,379,2376209,15.94977546167025
1360,El Salvador,1998,female,167,2606834,6.406238371910141
1361,El Salvador,1998,male,345,2399504,14.37797144743247
1362,El Salvador,1999,female,169,2640454,6.400414474177547
1363,El Salvador,1999,male,346,2422305,14.283915526740026
1364,El Salvador,2000,female,142,2673637,5.311117402998238
1365,El Salvador,2000,male,319,2444552,13.049425825263688
1366,El Salvador,2001,female,152,2707534,5.613964589179674
1367,El Salvador,2001,male,362,2467560,14.670362625427547
1368,El Salvador,2002,female,132,2740914,4.815911772496328
1369,El Salvador,2002,male,304,2489544,12.211071585800452
1370,El Salvador,2003,female,139,2773305,5.01207043581575
1371,El Salvador,2003,male,388,2510237,15.456707872603264
1372,El Salvador,2004,female,115,2803991,4.101297044106062
1373,El Salvador,2004,male,349,2529179,13.79894424238063
1374,El Salvador,2005,female,118,2832655,4.165703200707464
1375,El Salvador,2005,male,337,2546224,13.235284876742973
1376,El Salvador,2006,female,118,2863370,4.121018240744298
1377,El Salvador,2006,male,293,2565674,11.420001138102503
1378,El Salvador,2007,female,112,2888372,3.8776168720649555
1379,El Salvador,2007,male,389,2579489,15.080506255308707
1380,El Salvador,2008,female,116,2909566,3.986848897739388
1381,El Salvador,2008,male,374,2589721,14.441710130164601
1382,El Salvador,2009,female,113,2929715,3.8570304620073967
1383,El Salvador,2009,male,393,2599195,15.120066020440944
1384,El Salvador,2010,female,95,2950680,3.2195968386948093
1385,El Salvador,2010,male,304,2609773,11.648522687605396
1386,El Salvador,2011,female,118,2968446,3.9751438968402995
1387,El Salvador,2011,male,367,2617339,14.021874888961651
1388,El Salvador,2012,female,116,2989691,3.879999638758654
1389,El Salvador,2012,male,396,2629132,15.062005254966278
1390,El Salvador,2013,female,98,3013311,3.2522364933456918
1391,El Salvador,2013,male,386,2643939,14.599429109370526
1392,El Salvador,2014,female,108,3037035,3.556099946164598
1393,El Salvador,2014,male,278,2659294,10.453902426734313
1394,Estonia,1995,female,128,732405,17.47666932912801
1395,Estonia,1995,male,466,624246,74.65005782976583
1396,Estonia,1996,female,112,725418,15.43937426421732
1397,Estonia,1996,male,433,616784,70.20285869931776
1398,Estonia,1997,female,91,720048,12.638046352465391
1399,Estonia,1997,male,431,611186,70.51863098958418
1400,Estonia,1998,female,81,715181,11.325804236969383
1401,Estonia,1998,male,396,606538,65.28857219168461
1402,Estonia,1999,female,93,710815,13.083573081603511
1403,Estonia,1999,male,375,602383,62.252752816729554
1404,Estonia,2000,female,88,715455,12.299865120797255
1405,Estonia,2000,male,289,618720,46.70933540212051
1406,Estonia,2001,female,86,711200,12.092238470191226
1407,Estonia,2001,male,315,614410,51.268696798554714
1408,Estonia,2002,female,72,706835,10.186252802987967
1409,Estonia,2002,male,299,609855,49.02804765067106
1410,Estonia,2003,female,66,702060,9.400905905478163
1411,Estonia,2003,male,276,605100,45.612295488349034
1412,Estonia,2004,female,59,697335,8.460782837517119
1413,Estonia,2004,male,264,600315,43.9769121211364
1414,Estonia,2005,female,53,692660,7.651661709929836
1415,Estonia,2005,male,220,595835,36.92297364203177
