,country,year,sex,suicides_no,population,rate
1416,Estonia,2006,female,56,687665,8.143500105429242
1417,Estonia,2006,male,191,591250,32.30443974630021
1418,Estonia,2007,female,46,683390,6.731149124218967
1419,Estonia,2007,male,205,587025,34.921851709893104
1420,Estonia,2008,female,53,679985,7.794289579917204
1421,Estonia,2008,male,189,584020,32.36190541419814
1422,Estonia,2009,female,49,676875,7.239150507848569
1423,Estonia,2009,male,220,582135,37.79192111795374
1424,Estonia,2010,female,42,673735,6.2339050220042
1425,Estonia,2010,male,181,580490,31.180554359248223
1426,Estonia,2011,female,40,670591,5.964887688620933
1427,Estonia,2011,male,178,578836,30.751369990809142
1428,Estonia,2012,female,47,670869,7.005838695781144
1429,Estonia,2012,male,190,580762,32.715639108619364
1430,Estonia,2013,female,47,665983,7.0572371967452625
1431,Estonia,2013,male,171,577113,29.630245723107954
1432,Estonia,2014,female,48,664500,7.223476297968397
1433,Estonia,2014,male,193,577352,33.42848037245909
1434,Estonia,2015,female,36,664414,5.418308464300873
1435,Estonia,2015,male,159,579036,27.459432574140468
1436,Fiji,2001,female,8,354477,2.256846001292044
1437,Fiji,2001,male,28,364982,7.671611202744245
1438,Fiji,2002,female,16,355999,4.494394647175975
1439,Fiji,2002,male,26,367188,7.080841421832957
1440,Fiji,2003,female,4,356811,1.1210416719215495
1441,Fiji,2003,male,6,368780,1.6269862790823797
1442,Fiji,2004,female,8,357833,2.2356797724077992
1443,Fiji,2004,male,16,370575,4.317614517978817
1444,Fiji,2005,female,6,359588,1.66857625949698
1445,Fiji,2005,male,16,373019,4.289325744801203
1446,Fiji,2006,female,9,361855,2.487184093075956
1447,Fiji,2006,male,15,375904,3.9903805226866433
1448,Fiji,2007,female,3,365256,0.8213417438727906
1449,Fiji,2007,male,10,379799,2.632971650794236
1450,Fiji,2008,female,12,369386,3.2486342200299956
1451,Fiji,2008,male,25,384272,6.505808385726777
1452,Fiji,2009,female,7,373675,1.8732856091523382
1453,Fiji,2009,male,19,388728,4.887736412092774
1454,Fiji,2011,female,8,380724,2.1012597051932635
1455,Fiji,2011,male,30,395601,7.583398424169808
1456,Fiji,2012,female,10,384235,2.6025739456322303
1457,Fiji,2012,male,22,398704,5.5178779244753
1458,Finland,1987,female,298,2387200,12.483243967828418
1459,Finland,1987,male,1065,2226900,47.82432978580089
1460,Finland,1988,female,295,2396300,12.310645578600342
1461,Finland,1988,male,1107,2237300,49.479283064407994
1462,Finland,1989,female,295,2405700,12.262543126740658
1463,Finland,1989,male,1118,2248600,49.719825669305344
1464,Finland,1990,female,319,2414700,13.210750817906986
1465,Finland,1990,male,1193,2260400,52.77826933286144
1466,Finland,1991,female,303,2425100,12.494330130716259
1467,Finland,1991,male,1190,2273400,52.34450602621624
1468,Finland,1992,female,295,2434600,12.116980202086586
1469,Finland,1992,male,1156,2286300,50.562043476359186
1470,Finland,1993,female,291,2443500,11.90914671577655
1471,Finland,1993,male,1106,2297500,48.13928182807399
1472,Finland,1994,female,307,2452200,12.519370361308214
1473,Finland,1994,male,1080,2309400,46.76539360872954
1474,Finland,1995,female,308,2461000,12.51523770824868
1475,Finland,1995,male,1080,2320300,46.54570529672887
1476,Finland,1996,female,282,2470500,11.414693381906497
1477,Finland,1996,male,965,2331700,41.386113136338295
1478,Finland,1997,female,284,2479800,11.452536494878618
1479,Finland,1997,male,1038,2343400,44.29461466245626
1480,Finland,1998,female,266,2489433,10.68516405141251
1481,Finland,1998,male,962,2355240,40.84509434282706
1482,Finland,1999,female,253,2498287,10.126938978588129
1483,Finland,1999,male,954,2365968,40.32176259357692
1484,Finland,2000,female,292,2505936,11.65233270123419
1485,Finland,2000,male,873,2375884,36.74421815206466
1486,Finland,2001,female,271,2513156,10.783254203081702
1487,Finland,2001,male,933,2385827,39.105936851246966
1488,Finland,2002,female,271,2520068,10.753678075353521
1489,Finland,2002,male,824,2395546,34.397168745663826
1490,Finland,2003,female,260,2525902,10.293352632049858
1491,Finland,2003,male,815,2403954,33.90247899918218
1492,Finland,2004,female,252,2532379,9.95111711161718
1493,Finland,2004,male,812,2412386,33.65962163600684
1494,Finland,2005,female,270,2540007,10.629891964864663
1495,Finland,2005,male,724,2421777,29.895403251414148
1496,Finland,2006,female,259,2548058,10.164603788453794
1497,Finland,2006,male,803,2431682,33.0224100026237
1498,Finland,2007,female,244,2556619,9.543854598592906
1499,Finland,2007,male,751,2442234,30.750534142101042
1500,Finland,2008,female,232,2565736,9.04223973160138
1501,Finland,2008,male,801,2454360,32.635799149269054
1502,Finland,2009,female,273,2575455,10.600068725720309
1503,Finland,2009,male,761,2466861,30.848920956632742
1504,Finland,2010,female,236,2584968,9.129706828092262
1505,Finland,2010,male,718,2478526,28.96883066790504
1506,Finland,2011,female,202,2595065,7.784005410269107
1507,Finland,2011,male,710,2490920,28.50352480208116
1508,Finland,2012,female,218,2605948,8.365477745526771
1509,Finland,2012,male,655,2504502,26.152903850745577
1510,Finland,2013,female,221,2617028,8.444693751843694
1511,Finland,2013,male,666,2518405,26.445309630500258
1512,Finland,2014,female,190,2628022,7.2297720490924355
1513,Finland,2014,male,599,2531922,23.657916792065475
1514,Finland,2015,female,173,2637592,6.559012917843245
1515,Finland,2015,male,558,2544205,21.93219492926081
1516,France,1985,female,3603,26422100,13.63631202667464
1517,France,1985,male,8898,24960500,35.64832435247691
1518,France,1986,female,3657,26558500,13.769602951973944
1519,France,1986,male,8872,25079100,35.3760701141588
1520,France,1987,female,3574,26702400,13.384564683324346
1521,France,1987,male,8587,25198400,34.07756048003048
1522,France,1988,female,3365,26838800,12.537818382341982
1523,France,1988,male,8234,25318800,32.52128852868224
1524,France,1989,female,3372,26969100,12.503198104497368
1525,France,1989,male,8343,25448800,32.78347112633995
1526,France,1990,female,3225,27263800,11.828871984096127
1527,France,1990,male,8178,25689100,31.834513470693796
1528,France,1991,female,3281,27429500,11.96157421753951
1529,France,1991,male,8221,25853400,31.798525532425135
1530,France,1992,female,3202,27599900,11.601491309751122
1531,France,1992,male,8442,26022400,32.44128135759961
1532,France,1993,female,3390,27764200,12.209968232472033
1533,France,1993,male,8861,26181200,33.8448963378302
1534,France,1994,female,3169,27920500,11.350083272147705
1535,France,1994,male,8872,26326600,33.69975614017761
1536,France,1995,female,3214,28066100,11.451537620118222
1537,France,1995,male,8605,26462400,32.517836628574884
1538,France,1996,female,3105,28200800,11.010325948200052
1539,France,1996,male,8174,26590800,30.739955172465663
1540,France,1997,female,3040,28330500,10.730484813187202
1541,France,1997,male,8099,26715000,30.316301703163017
1542,France,1998,female,2763,28450500,9.71160436547688
1543,France,1998,male,7771,26830200,28.963630535739576
1544,France,1999,female,2841,28407095,10.001022631846023
1545,France,1999,male,7427,26636298,27.883003861872997
1546,France,2000,female,2874,28519605,10.077278419529303
1547,France,2000,male,7975,26748019,29.81529211565163
1548,France,2001,female,2789,28641493,9.737620870532133
1549,France,2001,male,7660,26869779,28.507863797465546
1550,France,2002,female,2915,28861173,10.100074588097996
1551,France,2002,male,7728,27074344,28.543627871463848
1552,France,2003,female,2833,29075425,9.743623695956293
1553,France,2003,male,8038,27284977,29.45943476514567
1554,France,2004,female,2949,29305421,10.062984592509352
1555,France,2004,male,7855,27508501,28.554809293316275
1556,France,2005,female,2884,29482686,9.782012398734633
1557,France,2005,male,7829,27678001,28.2860023019726
1558,France,2006,female,2830,29938048,9.452854107255089
1559,France,2006,male,7593,27886399,27.228327329032336
1560,France,2007,female,2708,30108155,8.994240929077188
1561,France,2007,male,7419,28058856,26.440849904928413
1562,France,2008,female,2734,30268224,9.032574887776699
1563,France,2008,male,7619,28214743,27.003612969290558
1564,France,2009,female,2734,30413079,8.989553474674498
1565,France,2009,male,7765,28357648,27.382383757637445
1566,France,2010,female,2738,30554559,8.961019532306128
1567,France,2010,male,7641,28501724,26.808904612226264
1568,France,2011,female,2618,30698311,8.528156483918611
1569,France,2011,male,7790,28646332,27.193708430105467
1570,France,2012,female,2417,30843165,7.83642015986362
1571,France,2012,male,7326,28795292,25.44165900453449
1572,France,2013,female,2375,30982964,7.665502887328662
1573,France,2013,male,7225,28927105,24.97657473846761
1574,France,2014,female,2220,31162818,7.123874355650378
1575,France,2014,male,6661,29113136,22.879706260431718
1576,Georgia,1990,female,56,2639700,2.1214531954388756
1577,Georgia,1990,male,140,2346700,5.965824349085951
1578,Georgia,1991,female,51,2657650,1.918988580136587
1579,Georgia,1991,male,123,2360900,5.209877589055021
1580,Georgia,1992,female,53,2642550,2.0056384931221736
1581,Georgia,1992,male,151,2346150,6.436076124714958
1582,Georgia,1994,female,33,2395850,1.37738172256193
1583,Georgia,1994,male,90,2123050,4.239184192553166
1584,Georgia,1995,female,32,2339500,1.3678136353921777
1585,Georgia,1995,male,106,2071350,5.117435488932339
1586,Georgia,1996,female,38,2287250,1.6613837577877364
1587,Georgia,1996,male,124,2023100,6.129207651623746
1588,Georgia,1997,female,35,2251250,1.5546918378678511
1589,Georgia,1997,male,141,1989350,7.087742227360696
1590,Georgia,1998,female,30,2235350,1.3420717113651106
1591,Georgia,1998,male,118,1973900,5.978013070570951
1592,Georgia,1999,female,42,2224700,1.8878949970782577
1593,Georgia,1999,male,147,1963050,7.488347214793306
1594,Georgia,2000,female,28,2213850,1.2647650021455834
1595,Georgia,2000,male,102,1951750,5.226079159728449
1596,Georgia,2001,female,27,2201100,1.2266593975739404
1597,Georgia,2001,male,73,1939850,3.7631775652756656
1598,Georgia,2004,female,28,2175650,1.2869717096040263
1599,Georgia,2004,male,147,1914200,7.67944833350747
1600,Georgia,2005,female,18,2192400,0.8210180623973727
1601,Georgia,2005,male,69,1939600,3.5574345225819757
1602,Georgia,2006,female,13,2206750,0.5891016200294551
1603,Georgia,2006,male,59,1959750,3.010588085214951
1604,Georgia,2007,female,20,2199150,0.9094422845190188
1605,Georgia,2007,male,84,1955750,4.295027483062763
1606,Georgia,2009,female,39,2198300,1.7740981667652276
1607,Georgia,2009,male,149,1960450,7.6002958504425004
1608,Georgia,2010,female,16,2212000,0.7233273056057866
1609,Georgia,2010,male,96,1981800,4.844081138359067
1610,Georgia,2011,female,15,2215200,0.6771397616468039
1611,Georgia,2011,male,84,1987400,4.22662775485559
1612,Georgia,2012,female,13,2212200,0.5876503028659253
1613,Georgia,2012,male,91,1988700,4.575853572685674
1614,Georgia,2013,female,23,2206300,1.0424692924806236
1615,Georgia,2013,male,134,1986300,6.746211549111413
1616,Georgia,2014,female,36,1826400,1.971090670170828
1617,Georgia,2014,male,158,1644200,9.60953655273081
1618,Georgia,2015,female,48,1816600,2.6422987999559617
1619,Georgia,2015,male,144,1641800,8.770861249847728
1620,Germany,1990,female,4390,38943900,11.272625494621751
1621,Germany,1990,male,9534,36014900,26.47237671075027
1622,Germany,1991,female,4354,39141800,11.123658084196434
1623,Germany,1991,male,9656,36354100,26.56096561323207
1624,Germany,1992,female,4132,39361600,10.497540750376
1625,Germany,1992,male,9326,36770100,25.362998740824747
1626,Germany,1993,female,3730,39609900,9.416837709764478
1627,Germany,1993,male,8960,37183500,24.096709562036924
1628,Germany,1994,female,3588,39772400,9.021331375526747
1629,Germany,1994,male,9130,37391000,24.41764060870263
1630,Germany,1995,female,3666,39927600,9.181618729901121
1631,Germany,1995,male,9222,37619900,24.5136217799622
1632,Germany,1996,female,3497,40054700,8.730560957890086
1633,Germany,1996,male,8728,37827800,23.07297807432629
1634,Germany,1997,female,3421,40123600,8.52615418357276
1635,Germany,1997,male,8835,37944300,23.28412963211866
1636,Germany,1998,female,3073,40111000,7.661240058836728
1637,Germany,1998,male,8581,37960100,22.605314527622426
1638,Germany,1999,female,3078,40119400,7.672098785126398
1639,Germany,1999,male,8082,38021800,21.256226691003583
1640,Germany,2000,female,2937,40151408,7.314811973717086
1641,Germany,2000,male,8136,38090658,21.359568007462617
1642,Germany,2001,female,2971,40218646,7.387120889151763
1643,Germany,2001,male,8196,38202868,21.453886655839558
1644,Germany,2002,female,3059,40299528,7.590659622613942
1645,Germany,2002,male,8117,38334243,21.174280133821867
1646,Germany,2003,female,2973,40338834,7.37006924890293
1647,Germany,2003,male,8182,38417627,21.29751533065798
1648,Germany,2004,female,2795,40353293,6.926324451389878
1649,Germany,2004,male,7946,38458521,20.66122095542884
1650,Germany,2005,female,2739,40354959,6.787269936267312
1651,Germany,2005,male,7531,38496295,19.562921574660628
1652,Germany,2006,female,2544,40325579,6.30865089376646
1653,Germany,2006,male,7231,38503415,18.780152357914226
1654,Germany,2007,female,2397,40277631,5.951194100765261
1655,Germany,2007,male,7012,38498954,18.213481852000445
1656,Germany,2008,female,2414,40198316,6.005226686610454
1657,Germany,2008,male,7045,38464473,18.315602556156172
1658,Germany,2009,female,2373,40073381,5.921636609598776
1659,Germany,2009,male,7206,38375221,18.77774202264529
1660,Germany,2010,female,2559,39997721,6.397864518330932
1661,Germany,2010,male,7471,38351346,19.48041145674522
1662,Germany,2011,female,2502,39965852,6.26034445606214
1663,Germany,2011,male,7651,38405288,19.92173577763562
1664,Germany,2012,female,2607,39981964,6.520440066425952
1665,Germany,2012,male,7289,38526151,18.91961644442498
1666,Germany,2013,female,2635,39533523,6.665229405433966
1667,Germany,2013,male,7456,37737465,19.75755393214674
1668,Germany,2014,female,2588,39615918,6.5327275768290916
1669,Germany,2014,male,7629,37936451,20.109946499739788
1670,Germany,2015,female,2685,39783984,6.748947013451443
1671,Germany,2015,male,7403,38352699,19.30242249704512
1672,Greece,1985,female,128,4729100,2.7066460848787295
1673,Greece,1985,male,277,4546300,6.0928667267888175
1674,Greece,1986,female,101,4757700,2.1228744981818948
1675,Greece,1986,male,292,4576300,6.380700565959399
1676,Greece,1987,female,114,4781100,2.38438852983623
1677,Greece,1987,male,296,4606300,6.425981807524478
1678,Greece,1988,female,115,4813000,2.3893621441928112
1679,Greece,1988,male,288,4637000,6.2109122277334485
1680,Greece,1989,female,105,4851000,2.1645021645021645
1681,Greece,1989,male,278,4676500,5.944616700523896
1682,Greece,1990,female,78,4892800,1.5941792020928711
1683,Greece,1990,male,271,4724200,5.7364209813301725
1684,Greece,1991,female,84,4942931,1.699396572600346
1685,Greece,1991,male,297,4778213,6.2157128616911805
1686,Greece,1992,female,72,4991636,1.442412868246002
1687,Greece,1992,male,279,4842519,5.761464229670549
1688,Greece,1993,female,104,5033544,2.0661386887648145
1689,Greece,1993,male,308,4896861,6.289743572464074
1690,Greece,1994,female,74,5073152,1.4586592319725489
1691,Greece,1994,male,281,4945780,5.681611393956059
1692,Greece,1995,female,64,5111194,1.2521536063784704
1693,Greece,1995,male,306,4990438,6.1317263134017495
1694,Greece,1996,female,62,5147549,1.2044567229957404
1695,Greece,1996,male,294,5030930,5.8438499442449015
1696,Greece,1997,female,55,5181814,1.0614043653438738
1697,Greece,1997,male,319,5066992,6.295648384682668
1698,Greece,1998,female,88,5212730,1.6881749102677484
1699,Greece,1998,male,315,5097900,6.1790148884834935
1700,Greece,1999,female,85,5239199,1.6223854066241805
1701,Greece,1999,male,296,5123164,5.777679574575399
1702,Greece,2000,female,84,5260557,1.5967890852622642
1703,Greece,2000,male,298,5142502,5.794844610658392
1704,Greece,2001,female,48,5281372,0.9088547445625872
1705,Greece,2001,male,286,5160157,5.542467021836739
1706,Greece,2002,female,66,5302721,1.2446440233231204
1707,Greece,2002,male,257,5179324,4.962037516865135
1708,Greece,2003,female,69,5320545,1.2968596262225016
1709,Greece,2003,male,306,5195120,5.890143057330726
1710,Greece,2004,female,68,5336830,1.2741646258171986
1711,Greece,2004,male,285,5210460,5.469766584908051
1712,Greece,2005,female,79,5354375,1.475428971635345
1713,Greece,2005,male,321,5228441,6.139497414238776
1714,Greece,2006,female,68,5372005,1.2658216066440742
1715,Greece,2006,male,326,5246886,6.213209130139286
1716,Greece,2007,female,60,5388842,1.1134117496857396
1717,Greece,2007,male,268,5264749,5.090461102704041
1718,Greece,2008,female,65,5405704,1.202433577569175
1719,Greece,2008,male,308,5281019,5.832207761418772
1720,Greece,2009,female,58,5423296,1.0694603429353662
1721,Greece,2009,male,333,5296322,6.287382073824062
1722,Greece,2010,female,41,5431842,0.7548084056936855
1723,Greece,2010,male,336,5303542,6.335388689294815
1724,Greece,2011,female,84,5428292,1.54744807390612
1725,Greece,2011,male,393,5300432,7.414489988740541
1726,Greece,2012,female,91,5391362,1.6878851763246467
1727,Greece,2012,male,417,5148440,8.099540831785939
1728,Greece,2013,female,108,5365176,2.012981493990132
1729,Greece,2013,male,425,5066113,8.389074621904406
1730,Greece,2014,female,115,5352598,2.1484893877702005
1731,Greece,2014,male,450,5027949,8.949971449591075
1732,Greece,2015,female,107,5336865,2.004922365471115
1733,Greece,2015,male,422,4994421,8.449427871619152
